id,type,benchmark_group,route_policy,expected_route,difficulty,skill_tags,question,ground_truth,analysis_summary,analysis_mode,proposed_answer,final_answer,critic_triggered,tool_answer_used,rag_used,rag_ranking_mode,rag_confidence_bucket,rag_top_score,rag_selected_top_k,rag_sources,rag_error,pipeline_route,tool_calls,model_calls
diag_0_777_0,diagnosis,diagnosis_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""diagnosis_reasoning"", ""incident_ticket""]","Based on the KPI summary and incident ticket, identify the main issue type and the key changed KPIs.",Issue: Faulty Handover Algorithm (Too Frequent). Affected KPIs: unknown KPIs.,"*   **Signal Quality Assessment:** The session exhibits **Poor Radio Coverage** with an RSRP of -112.87 dBm, indicating an edge cell condition. While UL_SNR (21.03 dB) is moderate, the UL_BLER is critically elevated at 11.66%, suggesting significant uplink transmission errors likely due to the weak signal strength.
*   **Resource Utilization Summary:** Downlink resource usage is low at 12.77% PRB utilization, whereas uplink utilization is negligible at 0.68%. This asymmetry correlates with the high uplink error rate, preventing efficient data transmission despite available radio resources.
*   **Traffic Pattern Analysis:** The session is heavily asymmetric with a dominant Downlink-to-Uplink ratio (approx. 25:1), evidenced by high TX_Bytes (58.2 KB) versus low RX_Bytes (2.3 KB). The high variance in byte counts suggests sporadic, bursty traffic patterns rather than steady streaming.
*   **Overall Network Health Verdict:** **Degraded**",llm,"The main issue type is Poor Radio Coverage (edge cell condition). The key changed KPIs are RSRP (mean -112.87 dBm, below -105 dBm threshold) and UL_BLER (mean 11.66%, critically elevated).","The main issue type is Poor Radio Coverage (edge cell condition). The key changed KPIs are RSRP (mean -112.87 dBm, below -105 dBm threshold) and UL_BLER (mean 11.66%, critically elevated).",False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""analyst"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 19946.21, ""fallback_used"": false, ""route_reason"": ""simple analysis uses local first"", ""route_backends"": [""local"", ""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""analyst"", ""prompt_chars"": 1728, ""max_tokens"": 256, ""long_context"": false, ""short_context"": true, ""case_id"": ""diag_0_777_0"", ""item_type"": ""diagnosis"", ""budget_max_tokens"": 256, ""budget_reason"": ""standard analyst summary"", ""estimated_prompt_tokens"": 431, ""has_rag"": false, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""local"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 19946.21, ""request_max_tokens"": 256, ""quality_issue"": null, ""accepted"": true, ""local_max_concurrency"": 4, ""usage"": {""completion_tokens"": 233, ""prompt_tokens"": 668, ""total_tokens"": 901, ""prompt_tokens_details"": {""cached_tokens"": 0}}}], ""usage"": {""completion_tokens"": 233, ""prompt_tokens"": 668, ""total_tokens"": 901, ""prompt_tokens_details"": {""cached_tokens"": 0}}}, {""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 2765.9, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 3460, ""max_tokens"": 128, ""long_context"": false, ""short_context"": false, ""case_id"": ""diag_0_777_0"", ""item_type"": ""diagnosis"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 864, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 2765.9, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 331, ""prompt_tokens"": 955, ""total_tokens"": 1286, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 278}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 699}}], ""usage"": {""completion_tokens"": 331, ""prompt_tokens"": 955, ""total_tokens"": 1286, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 278}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 699}}]"
net_1_11333_4,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]","Which condition applies, mobile or static?",The user was static.,[ToolRouter] Deterministic tool answer used.,tool_router,The user was stationary.,The user was stationary.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""net_1_11333_4"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
ts_0_16821_60,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]",What is the average value of UL_MCS?,The mean of UL_MCS is 15.758,[ToolRouter] Deterministic tool answer used.,tool_router,The mean of UL_MCS is 15.758,The mean of UL_MCS is 15.758,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_16821_60"", ""kpi"": ""ul_mcs"", ""metric"": ""mean""}, ""result"": 15.75828125, ""success"": true, ""error"": null}]",[]
ts_0_16983_24,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]","Describe the average trend of PRB_Utilization_UL. If the series is decreasing, respond with -1. If it is increasing, respond with 1. If there is no strong trend, respond with 0.",The trend of PRB_Utilization_UL is 0,[ToolRouter] Deterministic tool answer used.,tool_router,The trend of PRB_Utilization_UL is 0,The trend of PRB_Utilization_UL is 0,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_16983_24"", ""kpi"": ""prb_utilization_ul"", ""metric"": ""trend""}, ""result"": 0, ""success"": true, ""error"": null}]",[]
heavy_net_0_7400_3,network,heavy_load_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""llm_reasoning"", ""budget_routing""]",Was the network under heavy load or performing well?,Traffic flowed normally during this period.,"- Signal Quality: good; RSRP=-81.501, UL_SNR=20.054.
- Reliability: high error; UL_BLER=0.090, DL_BLER=0.002.
- Resource/Traffic: light load; PRB_DL=18.480, PRB_UL=0.895, TX_Bytes=111656.258, RX_Bytes=3772.781.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,The network was not under heavy load and was performing well.,The network was not under heavy load and was performing well.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4300.84, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2684, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""heavy_net_0_7400_3"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 670, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4300.84, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 456, ""prompt_tokens"": 812, ""total_tokens"": 1268, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 443}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 556}}], ""usage"": {""completion_tokens"": 456, ""prompt_tokens"": 812, ""total_tokens"": 1268, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 443}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 556}}]"
net_0_12863_3,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]",Was congestion affecting this session?,This trace indicates congestion was present.,[ToolRouter] Deterministic tool answer used.,tool_router,The network was congested.,The network was congested.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""net_0_12863_3"", ""label"": ""congestion""}, ""result"": ""Yes"", ""success"": true, ""error"": null}]",[]
heavy_net_1_6316_3,network,heavy_load_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""llm_reasoning"", ""budget_routing""]",Was the network under heavy load or performing well?,Traffic flowed normally during this period.,"- Signal Quality: poor; RSRP=-116.007, UL_SNR=19.189.
- Reliability: high error; UL_BLER=0.092, DL_BLER=0.031.
- Resource/Traffic: light load; PRB_DL=59.986, PRB_UL=1.513, TX_Bytes=424660.672, RX_Bytes=5212.711.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,"The network was under light load, not heavy load, and performed poorly due to poor signal quality and high error rates.","The network was under light load, not heavy load, and performed poorly due to poor signal quality and high error rates.",False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 1325.82, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2809, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""heavy_net_1_6316_3"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 702, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 1325.82, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 123, ""prompt_tokens"": 844, ""total_tokens"": 967, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 98}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 588}}], ""usage"": {""completion_tokens"": 123, ""prompt_tokens"": 844, ""total_tokens"": 967, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 98}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 588}}]"
complex_0_5671_0,complex_network,low_confidence_complex,agent_first,flash_then_pro_if_needed,hard,"[""signal_router"", ""cascade_escalation"", ""budget_routing"", ""llm_reasoning""]","Classify this session as one of capacity_limited, coverage_degraded, fault_degraded, or healthy_or_light_load, and give one short reason.",healthy_or_light_load: no congestion or anomaly is marked in the labels.,"- Signal Quality: moderate; RSRP=-102.000, UL_SNR=19.288.
- Reliability: high error; UL_BLER=0.099, DL_BLER=0.000.
- Resource/Traffic: moderate load; PRB_DL=60.705, PRB_UL=1.340, TX_Bytes=440377.711, RX_Bytes=5836.156.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,coverage_degraded; low RSRP (-102 dBm) and high UL BLER (0.099) indicate poor coverage conditions.,coverage_degraded; low RSRP (-102 dBm) and high UL BLER (0.099) indicate poor coverage conditions.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3534.41, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2773, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""complex_0_5671_0"", ""item_type"": ""complex_network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 693, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3534.41, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 351, ""prompt_tokens"": 835, ""total_tokens"": 1186, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 320}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 579}}], ""usage"": {""completion_tokens"": 351, ""prompt_tokens"": 835, ""total_tokens"": 1186, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 320}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 579}}]"
net_1_10395_4,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]",What is the user mobility status: moving or not moving?,The user was not moving.,[ToolRouter] Deterministic tool answer used.,tool_router,The user was stationary.,The user was stationary.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""net_1_10395_4"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
rag_0_3454_0,knowledge,rag_knowledge,rag_first,rag_flash,medium,"[""rag"", ""chroma"", ""bm25"", ""reranker"", ""solver_agent""]","What does high UL_BLER mean for 5G uplink troubleshooting, and which current KPIs should be checked first?","High UL_BLER means uplink block errors and retransmissions; check UL_SNR, UL_MCS, UL_NPRB or uplink PRB utilization, RSRP, and interference or jamming evidence.",[RAGTool] Retrieved telecom-domain evidence. Answer with the evidence first; use current case data only when the question asks about this session.,rag_tool,"High UL_BLER indicates unreliable uplink transmission, often due to poor radio conditions. Based on the retrieved knowledge, the first KPIs to check are UL_SNR (currently 19.5427) and RSRP (-102.0), as they directly reflect signal quality, along with Estimated_UL_Buffer (535.4) and TX_Bytes to assess uplink traffic and potential buffering issues.","High UL_BLER indicates unreliable uplink transmission, often due to poor radio conditions. Based on the retrieved knowledge, the first KPIs to check are UL_SNR (currently 19.5427) and RSRP (-102.0), as they directly reflect signal quality, along with Estimated_UL_Buffer (535.4) and TX_Bytes to assess uplink traffic and potential buffering issues.",False,False,True,bge_reranker,high,0.9792749380796175,2.0,"[""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md"", ""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md""]",,rag_tool -> critic,"[{""tool"": ""search_telecom_knowledge"", ""args"": {""query"": ""What does high UL_BLER mean for 5G uplink troubleshooting, and which current KPIs should be checked first?"", ""top_k"": 5}, ""result"": {""final_count"": 2, ""selected_top_k"": 2, ""confidence_bucket"": ""high"", ""ranking_mode"": ""bge_reranker"", ""reranker_available"": true, ""sources"": [""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md"", ""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md""], ""sections"": [""TelecomTS KPI And Anomaly Glossary > Radio Quality KPIs > DLBLER And ULBLER"", ""TelecomTS KPI And Anomaly Glossary > Resource And Traffic KPIs > EstimatedULBuffer""]}, ""success"": true, ""error"": null}]","[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3236.18, ""fallback_used"": false, ""route_reason"": ""high-confidence RAG uses flash first with pro escalation"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 4166, ""max_tokens"": 256, ""long_context"": false, ""short_context"": false, ""case_id"": ""rag_0_3454_0"", ""item_type"": ""knowledge"", ""knowledge_question"": true, ""has_rag"": true, ""rag_top_score"": 0.9793, ""rag_confidence_bucket"": ""high"", ""rag_selected_top_k"": 2, ""budget_max_tokens"": 256, ""budget_reason"": ""RAG answer gets concise knowledge budget"", ""estimated_prompt_tokens"": 1041, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3236.18, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 348, ""prompt_tokens"": 1210, ""total_tokens"": 1558, ""prompt_tokens_details"": {""cached_tokens"": 896}, ""completion_tokens_details"": {""reasoning_tokens"": 263}, ""prompt_cache_hit_tokens"": 896, ""prompt_cache_miss_tokens"": 314}}], ""usage"": {""completion_tokens"": 348, ""prompt_tokens"": 1210, ""total_tokens"": 1558, ""prompt_tokens_details"": {""cached_tokens"": 896}, ""completion_tokens_details"": {""reasoning_tokens"": 263}, ""prompt_cache_hit_tokens"": 896, ""prompt_cache_miss_tokens"": 314}}]"
